Unnamed: 0.1,Unnamed: 0,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery,img_url,extracted_flavors,wine_type,year,clean_description,style
53,76560,Italy,"Diomede is a plusher, chewier expression of Aglianico with background notes of vanilla and sweet spice that peek between dominant aromas of blackberry and cassis. Like other expressions of this tannic grape, what distinguishes this wine is its firm structure that should be paired to fatty meat or succulent steak.",Diomede,89,35,Southern Italy,Aglianico del Taburno,,,,Ocone 2004 Diomede  (Aglianico del Taburno),Aglianico,Ocone,https://images.vivino.com/thumbs/yYO-DKdeQZ-tAnkBxooWow_150x200.jpg,"['fruit', 'spice', 'vanilla', 'berry']",red,2004,diomede plusher chewy expression Aglianico background note vanilla sweet spice peek dominant aromas blackberry cassis like expression tannic grape distinguish wine firm structure pair fatty meat succulent steak,Outlier/Not Classified
54,51109,US,"Robust and country-style, this is a nice wine for barbecue and beef stews. Very dry and tannic, it shows harmonious flavors of blackberries, currants and wild nettles. Buy this young wine for your full-bodied house red.",Saxy,87,12,California,North Coast,North Coast,,,R & B Cellars 2006 Saxy Syrah (North Coast),Syrah,R & B Cellars,https://images.vivino.com/thumbs/cm9-roEWSaCUsFYu7x02UQ_150x200.jpg,['berry'],red,2006,robust country style nice wine barbecue beef stew dry tannic show harmonious flavor blackberry currant wild nettle buy young wine bodied house red,Rich and Tannic
55,102586,US,"Fruit-forward and simple, with the sugared taste of black cherry jam. Very high alcohol shows up in the form of jalapeño pepper heat.",Estate,82,25,California,Paso Robles,Central Coast,,,Midnight 2009 Estate Merlot (Paso Robles),Merlot,Midnight,https://images.vivino.com/thumbs/qZYWKY7iT6qEL2K30J2GCQ_pb_x600.png,"['spice', 'caramel', 'berry']",red,2009,fruit forward simple sugar taste black cherry jam high alcohol show form jalapeño pepper heat,Outlier/Not Classified
56,32929,Australia,"This style of simply yummy, quaffable wine is what Australian Grenache is so capable of producing. Despite high alcohol (16.5%), it doesn't show heat on the palate, instead offering oodles of black cherries and some accents of baking spices. It's round, supple and easy to drink, with a touch of coffee on the finish. Imported by USA Wine West.",Old Vine,88,21,South Australia,Clare Valley,,Joe Czerwinski,@JoeCz,Fire Block 2004 Old Vine Grenache (Clare Valley),Grenache,Fire Block,https://images.vivino.com/thumbs/eOT7IgvMSJi9P81dC0KUJw_pb_x600.png,"['coffee', 'spice']",red,2004,style simply yummy quaffable wine Australian Grenache capable produce despite high alcohol 16.5 heat palate instead offer oodle black cherry accent bake spice round supple easy drink touch coffee finish import USA Wine West,Outlier/Not Classified
57,95685,US,"Bright cherry and mellow menthol flavors dance on a smooth but firm texture of light tannins in this full-bodied wine. A cedary, minty character lasts into the finish.",,87,17,California,Mendocino County,,Jim Gordon,@gordone_cellars,Weibel Family 2013 Zinfandel (Mendocino County),Zinfandel,Weibel Family,https://images.vivino.com/thumbs/default_label_150x200.jpg,"['herbs', 'berry']",red,2013,bright cherry mellow menthol flavor dance smooth firm texture light tannin bodied wine cedary minty character last finish,Structured and Toasty
58,20890,US,"A new label for MacMurray Ranch, this Pinot Gris is stony in fresh nectarine, pear and mango, wrapped in a creamy texture that develops fleshy flavors of fig in the glass. The fruit is sourced from both MacMurray Ranch and Gallo's cooler Russian River Valley outpost, Two Rock, near Petaluma.",,88,20,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,MacMurray Estate Vineyards 2013 Pinot Gris (Russian River Valley),Pinot Gris,MacMurray Estate Vineyards,https://images.vivino.com/thumbs/g5RuWckXSguxH3-WVad0bw_pb_x600.png,"['flowers', 'fruit']",white,2013,new label MacMurray Ranch Pinot Gris stony fresh nectarine pear mango wrap creamy texture develop fleshy flavor fig glass fruit source MacMurray Ranch Gallo cool Russian River Valley outpost Rock near Petaluma,Mellow and Light-Bodied
60,18994,Italy,"Prune, grilled herb and a whiff of salted-game aromas carry over to the light-bodied palate along with dried black cherry and a hint of clove. It's über-simple, with loose fleeting tannins.",,84,20,Veneto,Valpolicella Classico Superiore,,Kerin O’Keefe,@kerinokeefe,Monte Santoccio 2015  Valpolicella Classico Superiore,Red Blend,Monte Santoccio,https://images.vivino.com/thumbs/2PdgP04nTx6x5t6DRT2dyQ_pb_x600.png,"['smoky', 'herbs', 'fruit', 'berry', 'spice']",red,2015,Prune grill herb whiff salt game aroma carry light bodied palate dry black cherry hint clove über simple loose fleeting tannin,Spicy and Aromatic
62,52944,US,"Given 22 months in new French oak, this reserve Pinot Noir still brings the fruit front and center. Blackberries rule here, but there is a strong menthol/mint streak as well, which leaves the palate feeling as if a curiously strong breath mint has recently passed through. Kason seems to have great fruit sources, packaged in a rather rustic style, but offering quite delicious and bold flavors at moder prices.",Old Vine Reserve,88,29,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Kason 2006 Old Vine Reserve Pinot Noir (Willamette Valley),Pinot Noir,Kason,https://images.vivino.com/thumbs/e1C9IFgCQnuiLmJz0sVtwg_150x200.jpg,"['wood', 'herbs']",red,2006,give 22 month new french oak reserve Pinot Noir bring fruit center blackberry rule strong menthol mint streak leave palate feeling curiously strong breath mint recently pass Kason great fruit source package rustic style offer delicious bold flavor moder price,Light and Fruity
63,116906,France,"This wine offers red berry fruits, the softest tannins and texture and an earthy, rustic aftertaste. Drink now.",Harmonie,83,35,Alsace,Alsace,,Roger Voss,@vossroger,Domaine Charles Frey 2013 Harmonie Pinot Noir (Alsace),Pinot Noir,Domaine Charles Frey,https://images.vivino.com/thumbs/9ntAZM4nT6-9j9FtzQvPsw_pb_x600.png,"['mineral', 'berry']",red,2013,wine offer red berry fruit soft tannin texture earthy rustic aftertaste drink,Concentrated and Fruity
64,111902,US,"Aromas recall dried herbs, blueberry, dill and vanilla. The palate brings rich blue fruit and cocoa flavors backed by firm, slightly dry tannins.",,88,28,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Mercer 2012 Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Mercer,https://images.vivino.com/thumbs/3J9hKPxeQZqhCqCjXpim_Q_pb_x600.png,"['chocolate', 'herbs', 'coffee', 'berry', 'vanilla']",red,2012,Aromas recall dried herb blueberry dill vanilla palate bring rich blue fruit cocoa flavor back firm slightly dry tannin,Spicy and Aromatic
66,70973,Italy,"This 90th anniversary edition boasts enticing aromas of baked plum, crushed violet, new leather, French oak and a whiff of pipe tobacco. The firm concentrated palate presents layers of dried blackberry, black cherry extract, licorice and cake spice framed in assertive fine-grained tannins. Give it a few more years to fully develop. Drink through 2018–2026.",Famiglia Pasqua Riserva,92,190,Veneto,Amarone della Valpolicella,,Kerin O’Keefe,@kerinokeefe,Pasqua 2006 Famiglia Pasqua Riserva  (Amarone della Valpolicella),Red Blend,Pasqua,https://images.vivino.com/thumbs/0EIm6v7UTM69wD6OZAPMvA_pb_x600.png,"['wood', 'smoky', 'fruit', 'leather', 'berry', 'spice']",red,2006,90th anniversary edition boast entice aroma baked plum crush violet new leather french oak whiff pipe tobacco firm concentrate palate present layer dry blackberry black cherry extract licorice cake spice frame assertive fine grain tannin year fully develop drink 2018–2026,Outlier/Not Classified
67,91899,Spain,"Baked black-fruit aromas feature a ton of oak and related char and spice. In the mouth, this is pulling, blocky, tannic and wiry. A mixed bag of oak, spice, clove and blackberry flavors finishes like a campfire, with choppy, hard tannins that make for a rock-hard closing mouthfeel.",Capr icho,86,28,Northern Spain,Cigales,,Michael Schachner,@wineschach,La Legua 2013 Capr icho Tempranillo (Cigales),Tempranillo,La Legua,https://images.vivino.com/thumbs/XxmiG-MqRXSBmsm_5uSh7Q_pb_x600.png,"['wood', 'spice', 'smoky', 'berry']",red,2013,baked black fruit aroma feature ton oak related char spice mouth pull blocky tannic wiry mixed bag oak spice clove blackberry flavor finish like campfire choppy hard tannin rock hard closing mouthfeel,Spicy and Aromatic
69,32932,Austria,"The crispness is paramount here, maybe too much, meaning that the wine is very green. Of course, this is Riesling and is way too young now. For the moment, the fruit is taut and strung out, and it certainly needs 2–3 years.",1000-Eimerberg Smaragd,88,29,Wachau,,,Roger Voss,@vossroger,Gritsch Mauritiushof 2007 1000-Eimerberg Smaragd Riesling (Wachau),Riesling,Gritsch Mauritiushof,https://images.vivino.com/thumbs/uUeCQFR3SNW1mNa7IvUHXQ_pb_x600.png,[],white,2007,crispness paramount maybe mean wine green course Riesling way young moment fruit taut string certainly need 2–3 year,Outlier/Not Classified
71,67146,US,"Black cherry, crushed lava rocks, anise, turned loam and a hint of vanilla show on the nose of this bottling. It's rather light and easy on the sip, with a lighter body presenting flavors of candied red fruit and sagebrush spice.",Tondre,88,48,California,Santa Lucia Highlands,Central Coast,Matt Kettmann,@mattkettmann,AuburnJames 2014 Tondre Pinot Noir (Santa Lucia Highlands),Pinot Noir,AuburnJames,https://images.vivino.com/thumbs/rEu1iSpYRCWnDSDE_XwpkQ_150x200.jpg,"['herbs', 'caramel', 'berry', 'spice', 'vanilla']",red,2014,black cherry crush lava rock anise turn loam hint vanilla nose bottling light easy sip light body present flavor candy red fruit sagebrush spice,Spicy and Aromatic
74,122742,New Zealand,"Still youthful and vibrant, the 2007 Taylors Pass Pinot Noir features full-on black cherry fruit, tinged with hints of herbs and licorice. It's a beefy, chunky Pinot that should age reasonably well; drink now–2018.",Taylors Pass Vineyard,90,44,Marlborough,,,Joe Czerwinski,@JoeCz,Villa Maria 2007 Taylors Pass Vineyard Pinot Noir (Marlborough),Pinot Noir,Villa Maria,https://images.vivino.com/thumbs/fKdgD27nTSy6ElXUdXWX6g_pb_x600.png,"['spice', 'herbs', 'berry']",red,2007,youthful vibrant 2007 Taylors Pass Pinot Noir feature black cherry fruit tinge hint herb licorice beefy chunky Pinot age reasonably drink now–2018,Light and Fruity
75,126798,France,"Full bodied and lushly textured, this is a top example of an affordable Châteauneuf-du-Pape. Raspberry and briary notes mingle easily on the nose, while the palate adds in hints of garrigue, spice and vanilla. Long, velvety and spice-laden on the finish.",Domaine Grand Veneur,92,49,Rhône Valley,Châteauneuf-du-Pape,,Joe Czerwinski,@JoeCz,Alain Jaume et Fils 2006 Domaine Grand Veneur Red (Châteauneuf-du-Pape),Rhône-style Red Blend,Alain Jaume et Fils,https://images.vivino.com/thumbs/jZTZIMhCS8igrgB7f8TtXg_pb_x600.png,"['spice', 'vanilla', 'berry']",red,2006,bodied lushly texture example affordable Châteauneuf du Pape Raspberry briary note mingle easily nose palate add hint garrigue spice vanilla long velvety spice laden finish,Outlier/Not Classified
76,5832,Portugal,"This is a ripe yellow fruit and mango-flavored wine. It is all fruit, rich and deliciously refreshing. The 10% of Moscatel in the blend has had an enormous effect on the perfumed character of the wine. At the end, the acidity keeps it fruity and crisp.",Coroa d'Ouro Branco,88,18,Douro,,,Roger Voss,@vossroger,Poças 2016 Coroa d'Ouro Branco White (Douro),Portuguese White,Poças,https://images.vivino.com/thumbs/mgvhokpfTpKuAhp07dINdw_pb_x600.png,[],white,2016,ripe yellow fruit mango flavor wine fruit rich deliciously refreshing 10 Moscatel blend enormous effect perfumed character wine end acidity keep fruity crisp,Concentrated and Fruity
77,114039,US,"A blend of 54% Petit Verdot, 42% Zinfandel and 4% Cabernet Sauvignon that doesn't hold back in ripeness or body, this offers brick, blackberry and chocolate in equal waves. The texture is lush, plush and softly layered, dusted in mocha and vanilla bean.",Rector Creek Vineyard Block 4,90,80,California,Napa Valley,Napa,Virginie Boone,@vboone,Paraduxx 2013 Rector Creek Vineyard Block 4 Red (Napa Valley),Red Blend,Paraduxx,https://images.vivino.com/thumbs/6CDA7qNuTVSdceiTKOLAOw_150x200.jpg,"['chocolate', 'coffee', 'mineral', 'berry', 'vanilla']",red,2013,blend 54 Petit Verdot 42 Zinfandel 4 Cabernet Sauvignon hold ripeness body offer brick blackberry chocolate equal wave texture lush plush softly layer dust mocha vanilla bean,Bold and Structured
78,43192,US,"Estate grown and aged in 31% new barrels, this offers dense purple fruits, scents of violets and mocha, and a smoky thread that carries into the finish. There are strong flavors of cedar box and graphite, and the tannins are chewy and substantial.",Barrel Select,90,32,Oregon,Umpqua Valley,Southern Oregon,Paul Gregutt,@paulgwine ,Abacela 2013 Barrel Select Tempranillo (Umpqua Valley),Tempranillo,Abacela,https://images.vivino.com/thumbs/M9TgW7C1TmC4tH8eHT7ysw_pb_x600.png,['chocolate'],red,2013,estate grow age 31 new barrel offer dense purple fruit scent violet mocha smoky thread carry finish strong flavor cedar box graphite tannin chewy substantial,Outlier/Not Classified
79,31522,US,"Shows nice blackberry, cocoa and cedar flavors, and is properly dry. But there's some green unripeness, and a clunky edge to the tannins.",Oso Vineyard,84,50,California,Napa Valley,Napa,,,Emblem 2006 Oso Vineyard Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Emblem,https://images.vivino.com/thumbs/9v_hj47bSR68S69KIihceA_pb_x600.png,"['coffee', 'chocolate', 'berry']",red,2006,show nice blackberry cocoa cedar flavor properly dry green unripeness clunky edge tannin,Outlier/Not Classified
80,67887,Australia,"Despite an overlay of dried apricots and caramel, what is striking about this stickie is its intense essence of lime. The flavors of candied lime and pineapple are bright and fresh, finishing long and balanced, without an excess of sugar.",The Noble,88,19,South Australia,McLaren Vale,,Joe Czerwinski,@JoeCz,D'Arenberg 2006 The Noble Riesling (McLaren Vale),Riesling,D'Arenberg,https://images.vivino.com/thumbs/3SJ-zsulQiCpq9VpYSu71Q_pb_x600.png,"['caramel', 'citrus', 'fruit']",white,2006,despite overlay dry apricot caramel strike stickie intense essence lime flavor candy lime pineapple bright fresh finish long balanced excess sugar,Outlier/Not Classified
