,Unnamed: 0.1,Unnamed: 0,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery,img_url,extracted_flavors,wine_type,year
53,67,91899,Spain,"Baked black-fruit aromas feature a ton of oak and related char and spice. In the mouth, this is pulling, blocky, tannic and wiry. A mixed bag of oak, spice, clove and blackberry flavors finishes like a campfire, with choppy, hard tannins that make for a rock-hard closing mouthfeel.",Capr icho,86,28,Northern Spain,Cigales,,Michael Schachner,@wineschach,La Legua 2013 Capr icho Tempranillo,Tempranillo,La Legua,"https://www.wine-searcher.com/images/labels/03/32/11010332.jpg?width=260&height=260&fit=bounds&canvas=260,260","['fruit', 'berry', 'oak', 'spice']",red,2013
54,69,32932,Austria,"The crispness is paramount here, maybe too much, meaning that the wine is very green. Of course, this is Riesling and is way too young now. For the moment, the fruit is taut and strung out, and it certainly needs 2–3 years.",1000-Eimerberg Smaragd,88,29,Wachau,,,Roger Voss,@vossroger,Gritsch Mauritiushof 2007 1000-Eimerberg Smaragd Riesling,Riesling,Gritsch Mauritiushof,https://maywines.com/wp-content/uploads/2024/03/1000-eimerberg-smaragd-2022-fj-gritsch-mauritiushof-wachau-700x933.jpg,['fruit'],white,2007
55,71,67146,US,"Black cherry, crushed lava rocks, anise, turned loam and a hint of vanilla show on the nose of this bottling. It's rather light and easy on the sip, with a lighter body presenting flavors of candied red fruit and sagebrush spice.",Tondre,88,48,California,Santa Lucia Highlands,Central Coast,Matt Kettmann,@mattkettmann,AuburnJames 2014 Tondre Pinot Noir,Pinot Noir,AuburnJames,https://images.vivino.com/labels/rEu1iSpYRCWnDSDE_XwpkQ.jpg,"['fruit', 'cherry', 'vanilla', 'spice']",red,2014
56,74,122742,New Zealand,"Still youthful and vibrant, the 2007 Taylors Pass Pinot Noir features full-on black cherry fruit, tinged with hints of herbs and licorice. It's a beefy, chunky Pinot that should age reasonably well; drink now–2018.",Taylors Pass Vineyard,90,44,Marlborough,,,Joe Czerwinski,@JoeCz,Villa Maria 2007 Taylors Pass Vineyard Pinot Noir,Pinot Noir,Villa Maria,"https://www.wine-searcher.com/images/labels/32/08/11543208.jpg?width=260&height=260&fit=bounds&canvas=260,260","['fruit', 'cherry', 'herb']",red,2007
57,75,126798,France,"Full bodied and lushly textured, this is a top example of an affordable Châteauneuf-du-Pape. Raspberry and briary notes mingle easily on the nose, while the palate adds in hints of garrigue, spice and vanilla. Long, velvety and spice-laden on the finish.",Domaine Grand Veneur,92,49,Rhône Valley,Châteauneuf-du-Pape,,Joe Czerwinski,@JoeCz,Alain Jaume et Fils 2006 Domaine Grand Veneur Red,Rhône-style Red Blend,Alain Jaume et Fils,"https://www.wine-searcher.com/images/labels/85/62/10468562.jpg?width=260&height=260&fit=bounds&canvas=260,260","['berry', 'vanilla', 'spice']",red,2006
58,76,5832,Portugal,"This is a ripe yellow fruit and mango-flavored wine. It is all fruit, rich and deliciously refreshing. The 10% of Moscatel in the blend has had an enormous effect on the perfumed character of the wine. At the end, the acidity keeps it fruity and crisp.",Coroa d'Ouro Branco,88,18,Douro,,,Roger Voss,@vossroger,Poças 2016 Coroa d'Ouro Branco White,Portuguese White,Poças,https://www.portugalvineyards.com/91012-home_default/coroa-douro-white-2022.jpg,['fruit'],white,2016
59,77,114039,US,"A blend of 54% Petit Verdot, 42% Zinfandel and 4% Cabernet Sauvignon that doesn't hold back in ripeness or body, this offers brick, blackberry and chocolate in equal waves. The texture is lush, plush and softly layered, dusted in mocha and vanilla bean.",Rector Creek Vineyard Block 4,90,80,California,Napa Valley,Napa,Virginie Boone,@vboone,Paraduxx 2013 Rector Creek Vineyard Block 4 Red,Red Blend,Paraduxx,https://www.duckhornwineshop.com/assets/images/products/pictures/2013-Paraduxx-Rector-Creek-Red-Blk-4-750.jpg,"['berry', 'chocolate', 'vanilla']",red,2013
60,78,43192,US,"Estate grown and aged in 31% new barrels, this offers dense purple fruits, scents of violets and mocha, and a smoky thread that carries into the finish. There are strong flavors of cedar box and graphite, and the tannins are chewy and substantial.",Barrel Select,90,32,Oregon,Umpqua Valley,Southern Oregon,Paul Gregutt,@paulgwine ,Abacela 2013 Barrel Select Tempranillo,Tempranillo,Abacela,https://www.abacela.com/assets/images/products/pictures/TE13BS-final.png,['fruit'],red,2013
61,79,31522,US,"Shows nice blackberry, cocoa and cedar flavors, and is properly dry. But there's some green unripeness, and a clunky edge to the tannins.",Oso Vineyard,84,50,California,Napa Valley,Napa,,,Emblem 2006 Oso Vineyard Cabernet Sauvignon,Cabernet Sauvignon,Emblem,https://cdn.ct-static.com/labels/21f6af99-0959-4ef7-a089-be4733402ac1.jpg,"['berry', 'cocoa']",red,2006
62,80,67887,Australia,"Despite an overlay of dried apricots and caramel, what is striking about this stickie is its intense essence of lime. The flavors of candied lime and pineapple are bright and fresh, finishing long and balanced, without an excess of sugar.",The Noble,88,19,South Australia,McLaren Vale,,Joe Czerwinski,@JoeCz,D'Arenberg 2006 The Noble Riesling,Riesling,D'Arenberg,"https://www.wine-searcher.com/images/labels/76/59/10267659.jpg?width=260&height=260&fit=bounds&canvas=260,260","['apple', 'lime']",white,2006
63,81,45639,US,"Very beautiful red wine. Not too many Cab Francs are coming off this mountain. It's lighter in body, and more cherried, than your standard Howell Mountain Cabernet Sauvignon, but shows the same tough tannins. Yet it's not an ager. Drink now–2010, with steak or lamb, and decant.",,91,50,California,Howell Mountain,Napa,,,White Cottage 2005 Cabernet Franc,Cabernet Franc,White Cottage,https://s3.amazonaws.com/thewinespies-production/uploads/product/image/707-93ae90f02cb26e4ce586727be82178c62ee86626/square_product_photo.jpg,[],red,2005
64,82,8953,US,"Distinctive as always, this is another powerful Zinfandel from Martini, which has a long history with this mountain vineyard. The cool 2010 vintage was kind, bringing the wine to its usual high-alcohol superripeness, yet maintaining vital acidity. Notes of raisins, blackberry jam and chocolate are all found in this heady, Porty wine. Drink now with rich barbecue and stews.",Monte Rosso Vineyard Gnarly Vine,89,50,California,Sonoma Valley,Sonoma,,,Louis M. Martini 2010 Monte Rosso Vineyard Gnarly Vine Zinfandel,Zinfandel,Louis M. Martini,https://www.perfectcellar.com/cdn/shop/files/LouisMartiniMonteRossoVineyardGnarlyVineZinfandel2048pxx2048px.png?v=1705666785&width=533,"['berry', 'chocolate']",red,2010
65,83,83874,US,"Gorgeous violet and spiced red-cherry notes are fragrant on this harmonious Pinot Noir. Elegant and brisk, this has tart, sour fruit flavors that are accented by loads of fresh green herb and a crushed-stone minerality.",Vintner's Select Unfined & Unfiltered,89,20,New York,Finger Lakes,Finger Lakes,Anna Lee C. Iijima,,Bloomer Creek 2009 Vintner's Select Unfined & Unfiltered Pinot Noir,Pinot Noir,Bloomer Creek,https://www.astorwines.com/images/items/49191.jpg,"['fruit', 'cherry', 'spice', 'herb', 'mineral']",red,2009
66,86,83215,Spain,"Dry, fresh aromas of red fruits come across crisp and racy. The palate follows the nose's lead with medium weight and traditional snappy acidity. Flavors of plum, berry and cassis are clean, while the finish shows some richness via molasses and oaky notes.",Reserva,88,19,Northern Spain,Rioja,,Michael Schachner,@wineschach,Marqués de Riscal 2008 Reserva,Tempranillo,Marqués de Riscal,https://images.vivino.com/thumbs/X6nrLR3vTFS8xOzn8jAnEQ_pb_x600.png,"['fruit', 'berry', 'oak', 'plum']",red,2008
67,87,108318,US,"Boysenberry, cracked rainbow peppercorns and dried rose petals show on the nose of this bottling, which plays to the lighter side of the grape. It's tart and brisk once sipped, with cranberry and pomegranate fruit given more complexity by a touch of wild fennel.",Di Ranchita Vista,87,36,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,Le Vigne 2013 Di Ranchita Vista Cabernet Franc,Cabernet Franc,Le Vigne,https://images.vivino.com/thumbs/x_pvvRTWQQyVxGcjZjMUuw_150x200.jpg,"['fruit', 'berry', 'pepper']",red,2013
68,88,95823,US,"Ripe, forward flavors of raspberry and cherry jam and spice mark this blend of Tempranillo, Grenache and Mourvèdre. Dry and crisp, it has tannins that make the palate pucker, and it calls to be paired with beef, lamb or pork.",Balboa Reserve Estate,87,32,California,Paso Robles,Central Coast,,,Sea Shell Cellars 2010 Balboa Reserve Estate Red,Red Blend,Sea Shell Cellars,"https://www.wine.com/product/images/w_600,h_600,dpr_2.0,c_fit,q_auto:good,fl_progressive/56129_refDetail-0.jpg","['berry', 'cherry', 'spice']",red,2010
69,90,58208,Austria,"While there are signs of maturity, this wine still retains its original perfumed character, with aromas of spring flowers, and flavors of pear and cantaloupe.",Steiner Hund Reserve,91,84,Kremstal,,,Roger Voss,@vossroger,Nikolaihof 2003 Steiner Hund Reserve Riesling,Riesling,Nikolaihof,https://shop.klwines.com/_next/image?url=https%3A%2F%2Fcdn.klwines.com%2Fimages%2Fskus%2Fshiner_white_x.jpg&w=256&q=75,['pear'],white,2003
70,91,37635,US,"Chalky tannins override the deep, black-cherry flavor. Cassis and licorice streaks are also present, and there is no quibble with the concentration. Perhaps more bottle age will smooth out the chalky finish.",Champoux Vineyard,88,39,Washington,Horse Heaven Hills,Columbia Valley,Paul Gregutt,@paulgwine ,Three Rivers 2009 Champoux Vineyard Cabernet Sauvignon,Cabernet Sauvignon,Three Rivers,"https://www.wine-searcher.com/images/labels/01/92/10240192.jpg?width=260&height=260&fit=bounds&canvas=260,260",['cherry'],red,2009
71,92,116115,US,"The Grand Estates Merlot holds center court in the vast Columbia Crest portfolio. This new release, which has received extra bottle age, is seamless, smoky, supple and seductive. Exotic sandalwood and Asian spices weave from the nose into the palate, wrapped around broad black cherry and blackberry fruit flavors. A darker streak of black olive and licorice runs into a finish replete with tannins that are tight and hint at stem.",Grand Estates,88,12,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Columbia Crest 2007 Grand Estates Merlot ),Merlot,Columbia Crest,https://corksandcaftans.wordpress.com/wp-content/uploads/2010/11/dsc01679.jpg,"['fruit', 'berry', 'cherry', 'spice']",red,2007
72,93,65870,France,"This is the top wine from Château Haute-Serre, a powerful expression of Malbec, very dense and solid, but certainly not overpowering. It has ripe fruit that is held in check by brooding tannins and a firm structure, giving it weight but also surprising restraint. Age for 4–5 years.",Château de Haute-Serre Cuvée Géron Dadine,90,45,Southwest France,Cahors,,Roger Voss,@vossroger,Georges Vigouroux 2005 Château de Haute-Serre Cuvée Géron Dadine Malbec,Malbec,Georges Vigouroux,https://images.vivino.com/thumbs/V9PUVsRbT72ZTKlXzIHznQ_pb_x600.png,['fruit'],red,2005
73,94,67486,Spain,"Waxy aromas of lanolin, dried apple and cheese set up a plump well-balanced palate, with plenty of body weight and adequate acidity. Peach, apple and melon flavors are moderately stony and minerally, while this varietal Garnacha Blanca finishes with good length.",Selecció,88,30,Catalonia,Terra Alta,,Michael Schachner,@wineschach,Edetària 2013 Selecció Grenache Blanc,Grenache Blanc,Edetària,https://www.enterwine.com/media/catalog/product/cache/1/image/650x/040ec09b1e35df139433887a97daa66f/e/d/edetaria-via-edetana-blanc.jpg,"['apple', 'peach', 'mineral', 'plum']",red,2013
74,96,44083,US,"Well integrated charred oak melds well with ripe blackberry and black plum aromas in this blend of Merlot from a cooperative of Long Island winemakers. This is a full-bodied wine with an intensely concentrated black fruit character, a kick of earthy, barnyard funk and firm, structured tannins.",Merliance,86,35,New York,Long Island,Long Island,Anna Lee C. Iijima,,Long Island Merlot Alliance 2007 Merliance Merlot,Merlot,Long Island Merlot Alliance,https://lennthompson.typepad.com/.a/6a00d8341d0dbb53ef0133f30be7f6970b-250wi,"['fruit', 'berry', 'oak', 'earth', 'plum']",red,2007
75,97,101508,US,"Berry, vanilla, coconut and barrel spice aromas are followed by barrel flavors in this wine. It brings appeal, but the oak (42% new French and American) seems to take over.",Stillwater Creek Vineyard,88,28,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Novelty Hill 2014 Stillwater Creek Vineyard Grenache ),Grenache,Novelty Hill,https://greatnorthwestwine.com/wp-content/uploads/2017/11/novelty-hill-stillwater-creek-vineyard-grenache-2014-bottle.jpg,"['berry', 'vanilla', 'oak', 'spice', 'nut']",red,2014
76,98,49661,US,"Honey and pears on the nose. Bone dry, this wine offers bracing acidity, a crisp fruity core, good focus, and a hint of vanilla on the finish. Very pretty nose; fine food wine.",,87,12,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Seven Hills 1999 Pinot Gris,Pinot Gris,Seven Hills,https://stinnocentwine.com/wp-content/uploads/2023/02/l-pnss99-crop.png,"['fruit', 'pear', 'vanilla', 'honey']",white,1999
77,99,68355,France,"This is the dry white wine made from the Sauternes estate of Rayne Vigneau. Grapefruit and other citrus flavors are prominent, cutting through the taut texture, along with with a light touch of honey that gives richness. The wine needs to age a little longer, so drink from late 2016.",Le Sec de Rayne Vigneau,90,23,Bordeaux,Bordeaux Blanc,,Roger Voss,@vossroger,Château de Rayne Vigneau 2013 Le Sec de Rayne Vigneau,Sauvignon Blanc,Château de Rayne Vigneau,https://images.vivino.com/thumbs/5OCYLyLhSV-s3gypp3m2ag_pl_480x640.png,"['fruit', 'citrus', 'honey']",white,2013
78,100,8995,France,"Named after the steep slopes that back the Bourgeois winery, this powerful, concentrated wine shows both wonderful white and yellow fruits and a mineral character that gives a superb tension. Packed with fruit and impressively textured, it can still age. Drink from 2017.",La Côte des Monts Damnés,93,35,Loire Valley,Sancerre,,Roger Voss,@vossroger,Henri Bourgeois 2013 La Côte des Monts Damnés,Sauvignon Blanc,Henri Bourgeois,http://crownwineandspirits.com/cdn/shop/products/famille-bourgeois-white-wine-henri-bourgeois-la-cote-des-monts-damnes-sancerre-750ml-31515549991005.png?v=1664301557,"['fruit', 'mineral']",white,2013
79,101,19274,US,"A blended red from Sparkman, sharp and tannic, with good concentration. Tart, spicy and herbal, with hints of tomato and wild berry. It rolls into an astringent finish, with a dark chocolate note.",Kindred,88,20,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Sparkman 2008 Kindred Red ),Red Blend,Sparkman,https://cdn11.bigcommerce.com/s-ekskcalehb/images/stencil/1280x1280/products/4292/932/203545__93725.1610476952.jpg?c=2?imbypass=on,"['berry', 'chocolate', 'herb']",red,2008
80,102,109113,Portugal,"A blend of Chardonnay and Touriga Nacional, this is a ripe, mature wine that shows a great balance between acidity and rich flavors of almond and toast. It has weight but still hints at freshness. This is a food sparkling wine.",Conde de Vimioso Extra Bruto,88,20,Tejo,,,Roger Voss,@vossroger,Falua 2009 Conde de Vimioso Extra Bruto Sparkling,Sparkling Blend,Falua,https://winehouseportugal.com/2615-large_default/conde-de-vimioso-extra-brut-2012-sparkling-white-wine-conde-de-vimioso-is-a-red-wine-from-tejo-region-falua-sociedade-de-vinho-s.jpg,['almond'],sparkling,2009
81,103,37149,France,"This is turning into a ripe and fruity wine. The tannins are integrating easily into the black currant flavors. Soon the dry core will open out, supporting the fruit taste. The blend is 50% Merlot, 40% Cabernet Sauvignon and 10% Cabernet Franc. Drink from late 2016.",Château les Tuilleries,85,18,Bordeaux,Bordeaux,,Roger Voss,@vossroger,VIgnobles Roux 2014 Château les Tuilleries,Bordeaux-style Red Blend,VIgnobles Roux,https://kosher-wine.eu/cdn/shop/products/ChateauLesTuileriesCabernet@2x.jpg?v=1663684919,['fruit'],red,2014
